,year,title_status,drive,condition
4099,2009.0,0,0,2
4102,2008.0,0,1,0
4103,2003.0,0,0,0
4104,2000.0,0,1,0
4117,2012.0,0,1,0
4131,2010.0,0,1,3
4168,2007.0,0,1,2
4174,2006.0,0,2,1
4197,2011.0,0,0,2
4221,2003.0,0,2,0
4229,2011.0,0,0,0
4238,2001.0,4,0,5
4242,2009.0,0,1,0
4250,2011.0,0,0,0
4267,2015.0,0,1,3
4274,2014.0,0,0,0
4279,2004.0,0,1,0
4280,1993.0,0,0,2
4284,2012.0,0,1,0
4289,2008.0,0,1,0
4292,2007.0,0,1,0
4294,2010.0,0,0,0
4296,2008.0,0,1,0
4301,2007.0,0,1,0
4302,2013.0,0,1,0
4310,2002.0,0,1,0
4322,2010.0,0,2,0
4325,2005.0,4,1,1
4327,2004.0,0,0,0
4338,2009.0,0,1,2
4342,2009.0,0,1,0
4343,2006.0,0,1,2
4347,2006.0,0,1,2
4367,2010.0,0,0,0
4381,2016.0,0,0,0
4385,2011.0,0,0,0
4397,2010.0,0,0,0
4400,1999.0,0,0,1
4404,2013.0,1,0,0
4416,1979.0,0,2,2
4427,2010.0,0,0,0
4439,2012.0,0,0,0
4444,2008.0,0,0,2
4446,2005.0,0,1,2
4453,2012.0,0,0,0
4458,2009.0,0,0,0
4460,2016.0,0,0,2
4461,2005.0,0,1,0
4462,2008.0,0,1,0
4469,2013.0,0,0,2
4470,2006.0,0,0,2
4471,2016.0,0,0,2
4472,2006.0,0,0,2
4473,2013.0,0,0,2
4479,2007.0,0,1,2
4492,2004.0,0,0,0
4493,2012.0,0,1,0
4494,2014.0,0,2,0
4497,2003.0,0,2,2
4512,2012.0,0,0,0
4527,2016.0,0,0,3
4528,2012.0,0,1,0
4529,2009.0,0,1,2
4532,2006.0,0,1,2
4536,2006.0,0,1,2
4537,2014.0,0,0,0
4540,2013.0,0,0,0
4545,2001.0,0,2,2
4546,2005.0,0,2,0
4547,2011.0,0,1,0
4548,1995.0,0,0,2
4550,1995.0,0,1,2
4555,2009.0,0,1,2
4561,2003.0,0,2,2
4592,2003.0,0,2,2
4593,2017.0,4,2,2
4594,2006.0,0,2,2
4597,2014.0,3,0,0
4598,2007.0,0,0,0
4599,2012.0,0,1,0
4600,2007.0,0,0,0
4601,2004.0,0,0,0
4603,2008.0,0,1,2
4605,2003.0,0,0,0
4606,2005.0,0,2,0
4609,2003.0,0,0,2
4610,2003.0,0,0,2
4611,2004.0,0,0,3
4612,2005.0,0,0,0
4628,2015.0,1,0,0
4629,2016.0,3,0,0
4630,2003.0,3,2,2
4631,2003.0,3,1,2
4632,2006.0,0,1,2
4634,2017.0,0,0,0
4635,2003.0,0,0,0
4636,2013.0,0,0,0
4638,2008.0,0,0,0
4667,2001.0,0,2,2
4677,2006.0,0,0,0
4679,2007.0,0,1,0
4680,2012.0,0,1,0
4684,2008.0,0,0,2
4685,2003.0,0,2,2
4687,2003.0,0,2,2
4688,2006.0,0,2,2
4691,2014.0,0,2,2
4692,2017.0,4,2,2
4693,2017.0,4,2,2
4694,2003.0,0,2,2
4695,2006.0,0,2,2
4698,2004.0,0,2,1
4739,2003.0,0,2,2
4755,2006.0,0,0,0
4763,2003.0,0,2,2
4765,2006.0,0,2,2
4766,2003.0,0,2,2
4767,2017.0,4,2,2
4782,2001.0,0,1,2
4832,2017.0,0,2,0
4834,2003.0,0,0,0
4835,2011.0,0,0,0
4836,2010.0,0,1,0
4838,2011.0,0,0,0
4839,2011.0,0,0,0
4840,2013.0,0,0,0
4841,2014.0,0,0,0
4842,2006.0,0,0,0
4846,2004.0,0,2,0
4848,2003.0,0,0,0
4849,2013.0,0,0,0
4850,2005.0,0,0,0
4851,2001.0,0,0,0
4852,2008.0,0,2,0
4853,2008.0,0,0,2
4881,2015.0,0,2,3
4884,2001.0,0,0,3
4911,2013.0,0,0,0
4914,2002.0,0,1,0
4937,2005.0,0,1,0
4946,2010.0,0,1,0
4950,2007.0,0,0,0
4954,2008.0,0,1,2
4957,2006.0,0,1,0
4959,2013.0,0,2,0
4961,2002.0,0,1,0
4963,2007.0,0,0,0
4964,2003.0,0,0,0
4969,2003.0,0,0,0
4970,2006.0,0,0,0
4971,2008.0,0,0,0
4973,2016.0,0,1,3
4975,2008.0,0,0,0
5009,2010.0,0,1,2
5018,2008.0,0,1,2
5021,2014.0,0,0,2
5056,2016.0,0,2,2
5068,2012.0,0,2,2
5069,2009.0,0,2,2
5071,2006.0,0,2,2
5073,2013.0,0,2,2
5075,2015.0,0,0,2
5076,2013.0,0,0,2
5078,2009.0,0,2,2
5079,2005.0,0,0,2
5080,1998.0,0,2,2
5081,2006.0,0,2,2
5082,2011.0,0,0,2
5087,2016.0,0,2,2
5088,2013.0,0,2,2
5089,2015.0,0,2,2
5090,2006.0,0,2,2
5092,2005.0,0,2,2
5093,2012.0,0,2,2
5094,2016.0,0,2,2
5097,1999.0,0,0,2
5098,2015.0,0,2,2
5099,2015.0,0,1,2
5100,2012.0,0,0,2
5101,2015.0,0,0,2
5104,2013.0,0,0,2
5105,2015.0,0,0,2
5107,2014.0,0,0,2
5109,2008.0,0,2,2
5110,2010.0,0,1,2
5113,2003.0,0,2,2
5114,2015.0,0,2,2
5115,2018.0,0,2,2
5119,2009.0,0,1,2
5138,2011.0,0,1,0
5150,2000.0,0,0,2
5190,2016.0,0,2,0
5194,2019.0,0,0,0
5196,2016.0,0,0,0
5199,1998.0,0,2,2
5245,2000.0,0,1,2
5252,2009.0,0,1,0
5253,2001.0,0,2,2
5263,2014.0,0,1,3
5267,2005.0,0,1,0
5269,2005.0,0,1,0
5270,2008.0,0,1,2
5315,2005.0,0,0,2
5322,2013.0,0,0,3
5324,2008.0,0,2,0
5340,2004.0,0,0,0
5342,2012.0,0,1,0
5354,2008.0,0,0,0
5355,2010.0,0,0,0
5376,1997.0,0,2,0
5384,2008.0,0,1,0
5406,2009.0,0,0,0
5410,2010.0,0,0,0
5411,2015.0,0,0,0
5413,2008.0,0,1,0
5420,2003.0,0,2,0
5421,2014.0,0,1,0
5424,2012.0,0,1,0
5436,2007.0,0,0,0
5450,2008.0,0,1,0
5468,2009.0,0,1,2
5470,2005.0,0,1,0
5471,2007.0,0,0,0
5494,2008.0,0,1,2
5495,2005.0,0,1,0
5503,2014.0,0,0,0
5525,2009.0,0,1,0
5556,2019.0,1,1,4
5567,2005.0,0,1,0
5573,2010.0,0,0,0
5575,2006.0,0,1,0
5583,2018.0,0,0,3
5590,2011.0,0,0,0
5593,2014.0,0,1,2
5594,2003.0,0,2,0
5603,2010.0,0,0,0
5605,2006.0,0,0,0
5611,2004.0,0,1,0
5617,2002.0,0,1,0
5621,2012.0,0,1,2
5622,2013.0,0,1,2
5623,2009.0,0,1,2
5624,2009.0,0,1,2
5625,2010.0,0,1,2
5633,2002.0,0,0,2
5634,2004.0,0,0,2
5643,2008.0,0,0,0
5644,2010.0,0,0,0
5645,2013.0,0,0,3
5646,2004.0,0,0,0
5666,2016.0,0,1,3
5674,2001.0,0,2,2
5683,2010.0,0,0,2
5689,2011.0,0,0,0
5693,2008.0,0,1,2
5713,2003.0,0,0,0
5718,2011.0,0,1,0
5720,2000.0,0,1,0
5721,2006.0,0,0,2
5725,2005.0,0,2,3
5727,2008.0,0,1,0
5737,2010.0,0,0,0
5738,2015.0,0,0,0
5740,2008.0,0,1,0
5751,2012.0,0,1,0
5753,2014.0,0,1,0
5764,2007.0,0,0,0
5770,2001.0,0,2,2
5777,2012.0,0,1,0
5794,2009.0,0,1,2
5810,2018.0,0,1,3
5831,2002.0,0,0,2
5833,2014.0,0,2,3
5854,2012.0,0,1,0
5862,2007.0,0,1,0
5871,2005.0,0,1,0
5932,2005.0,0,1,0
5937,2017.0,0,0,2
5949,2004.0,0,1,0
5983,2011.0,0,0,0
5994,2015.0,0,2,3
6001,2003.0,0,0,0
6011,2013.0,0,0,0
6017,2012.0,0,0,0
6030,2012.0,0,1,0
6031,2002.0,0,0,2
6034,2001.0,0,2,2
6039,2010.0,0,0,0
6065,2003.0,0,0,2
6099,2011.0,0,1,0
6102,2004.0,0,1,0
6111,2004.0,0,1,0
6116,2005.0,0,1,0
6131,2012.0,0,1,3
6141,2004.0,0,0,0
6142,2013.0,0,0,3
6143,2010.0,0,0,0
6153,2010.0,0,1,2
6155,2006.0,0,0,2
6156,1993.0,0,2,2
6159,2004.0,0,0,2
6162,2009.0,0,1,2
6164,2004.0,0,0,2
6165,2007.0,0,0,2
6166,2006.0,0,0,2
6168,2011.0,0,0,2
6172,2003.0,0,2,2
6177,2007.0,0,1,0
6187,2010.0,0,0,0
6189,2018.0,1,0,0
6192,2008.0,0,1,0
6195,2009.0,0,0,0
6199,2010.0,0,0,0
6200,2015.0,0,0,0
6207,2008.0,0,1,0
6213,2012.0,0,1,0
6214,2007.0,0,1,0
6216,2013.0,0,1,0
6217,2014.0,0,1,0
6219,2012.0,0,1,0
6220,2010.0,0,1,0
6221,2010.0,0,1,0
6224,2006.0,0,1,0
6226,2007.0,0,0,0
6227,2013.0,0,1,0
6251,2010.0,0,2,0
6267,2011.0,0,0,2
6302,2009.0,0,1,2
6313,2018.0,0,2,3
6319,2012.0,0,1,2
6330,2009.0,0,1,0
6334,2013.0,0,0,0
6340,2012.0,0,1,0
6346,2011.0,0,0,0
6351,2008.0,0,0,0
6409,2008.0,0,0,0
6411,2014.0,0,0,0
6421,2001.0,0,2,2
6432,2011.0,0,0,0
6436,2010.0,0,1,0
6453,1988.0,0,0,1
6502,2007.0,0,1,2
6534,2005.0,0,1,0
6535,2008.0,0,1,0
6600,2004.0,0,2,2
6619,2015.0,0,1,2
6622,2008.0,0,1,2
6628,2004.0,0,1,2
6631,2013.0,0,0,0
6644,2009.0,0,1,2
6651,2016.0,0,1,3
6655,2012.0,0,0,0
6663,2012.0,0,1,0
6664,2011.0,0,0,2
6667,2012.0,0,1,0
6681,2012.0,0,2,0
6685,1999.0,0,2,0
6694,2010.0,0,0,0
6695,2002.0,0,1,0
6701,2015.0,0,0,0
6704,2003.0,0,0,2
6705,2012.0,0,0,0
6726,2015.0,0,1,0
6742,2012.0,0,0,0
6749,2008.0,0,0,0
6759,2006.0,0,1,0
6761,2009.0,0,1,2
6771,2005.0,0,2,2
6773,2001.0,0,0,0
6785,1992.0,0,0,2
6789,2003.0,0,0,2
6791,2004.0,0,0,0
6808,2009.0,0,1,0
6809,2010.0,0,1,3
6810,2009.0,0,2,3
6820,2016.0,0,0,0
6821,2001.0,0,1,2
6822,2003.0,0,0,2
6823,2004.0,0,0,2
6828,2010.0,0,0,0
6829,2011.0,0,0,0
6839,2010.0,0,1,2
6845,2013.0,0,1,0
6865,2007.0,0,2,2
6866,2014.0,0,0,0
6870,1984.0,0,2,2
6873,2003.0,0,2,0
6879,1986.0,0,1,2
6898,2004.0,0,0,0
6899,2003.0,0,0,0
6908,2014.0,0,1,0
6926,2008.0,0,1,0
6927,2016.0,0,1,0
6933,2006.0,0,2,0
6935,2002.0,0,0,0
6936,2005.0,0,0,0
6937,2008.0,0,1,0
6939,2007.0,0,0,0
6947,2004.0,0,1,0
6949,2009.0,0,1,0
6950,2011.0,0,1,0
6955,2018.0,0,0,0
6966,2010.0,0,0,0
6967,2008.0,0,0,0
6968,2015.0,0,1,0
6972,2011.0,0,0,0
6995,2017.0,0,1,0
6996,2013.0,0,1,0
6999,2012.0,0,0,0
7000,2012.0,0,1,2
7004,2014.0,3,1,0
7009,2017.0,0,1,0
7018,2002.0,0,1,0
7020,2008.0,0,1,0
7021,1972.0,0,2,2
7031,2009.0,0,2,3
7036,2011.0,0,0,0
7039,2003.0,0,0,2
7045,2014.0,0,0,0
7048,2010.0,0,0,0
7049,2009.0,0,0,0
7050,2010.0,0,1,0
7051,2008.0,0,1,0
7052,2014.0,0,0,0
7054,2012.0,0,1,0
7059,2010.0,0,1,0
7071,2011.0,0,1,0
7073,2005.0,0,0,0
7075,2003.0,0,2,0
7078,2006.0,0,1,0
7081,2011.0,0,0,2
7086,1997.0,0,2,0
7087,2004.0,0,0,0
7088,2001.0,0,0,0
7090,2010.0,0,0,2
7093,2012.0,0,2,0
7094,2013.0,0,1,0
7096,2008.0,0,0,0
7113,2006.0,0,1,2
7116,1996.0,0,2,2
7118,2014.0,0,1,2
7119,2013.0,0,1,0
7125,2009.0,0,1,0
7128,2014.0,0,0,0
7129,2006.0,0,0,2
7131,2006.0,0,0,2
7144,2001.0,0,1,2
7147,2010.0,0,0,0
7149,2007.0,0,0,0
7150,2007.0,0,1,2
7151,2015.0,0,2,0
7157,2005.0,0,0,0
7159,2007.0,0,0,0
7165,2009.0,0,1,0
7167,2011.0,0,0,0
7170,1999.0,0,2,0
7174,2009.0,0,2,3
7187,2015.0,0,1,0
7190,1998.0,0,2,0
7201,2012.0,0,1,0
7210,2010.0,0,1,2
7218,2012.0,0,0,0
7222,2016.0,0,1,2
7223,2014.0,0,1,0
7224,2017.0,0,1,2
7225,2012.0,0,1,2
7227,2016.0,0,1,0
7228,2011.0,0,0,0
7237,2016.0,0,1,2
7259,2009.0,0,1,0
7260,2016.0,0,0,0
7263,2011.0,0,0,2
7276,2012.0,0,0,0
7277,2017.0,0,0,0
7278,2010.0,0,1,2
7279,2013.0,0,0,2
7280,2006.0,0,0,2
7281,2016.0,0,0,2
7283,2017.0,0,1,0
7285,2009.0,0,0,0
7286,2010.0,0,1,0
7287,2008.0,0,1,0
7288,2014.0,0,0,0
7301,1996.0,0,2,2
7304,2011.0,0,1,0
7306,2018.0,0,1,0
7311,2008.0,0,0,0
7316,2017.0,3,1,0
7317,2007.0,3,0,0
7319,2013.0,3,1,0
7320,2010.0,0,1,2
7321,2009.0,0,1,0
7322,2012.0,0,1,0
7323,2008.0,0,2,0
7324,2008.0,0,0,0
7325,2009.0,0,0,0
7326,2013.0,0,1,0
7327,2013.0,0,1,0
7328,2013.0,0,1,0
7331,2009.0,3,1,2
7332,2008.0,3,1,2
7361,2019.0,1,0,3
7384,2016.0,0,2,0
7391,2009.0,3,1,0
7397,2000.0,0,1,1
7412,2012.0,0,1,0
7417,2019.0,0,0,0
7419,2016.0,0,0,0
7421,2017.0,0,1,0
7434,2004.0,0,0,2
7436,2012.0,0,1,2
7437,2015.0,0,1,2
7443,2014.0,0,0,0
7445,1986.0,0,2,2
7454,2004.0,0,2,2
7455,2010.0,0,0,2
7456,2006.0,0,0,2
7458,2011.0,0,0,0
7459,2007.0,0,0,2
7460,2016.0,0,0,0
7461,2007.0,0,0,2
7462,2014.0,0,0,2
7464,2013.0,0,0,0
7467,2014.0,0,0,0
7468,2013.0,0,0,0
7469,2013.0,0,2,0
7470,2014.0,0,0,0
7473,2007.0,0,2,2
7474,2011.0,0,1,3
7475,2003.0,0,2,2
7476,2010.0,0,0,0
7477,2007.0,0,0,0
7479,2011.0,0,0,0
7480,2015.0,0,0,0
7481,2013.0,0,0,0
7482,2011.0,0,0,0
7485,2008.0,0,0,2
7486,2011.0,0,0,0
7488,2012.0,0,0,0
7489,2010.0,0,2,0
7491,2005.0,0,2,0
7492,2011.0,0,2,0
7494,2002.0,0,0,2
7498,2013.0,0,0,2
7499,2008.0,0,0,0
7500,2001.0,0,2,0
7501,2012.0,0,0,0
7504,2011.0,0,0,2
7505,2009.0,0,0,0
7506,2010.0,0,0,2
7507,2012.0,0,0,0
7508,2014.0,0,0,0
7509,2011.0,0,0,0
7510,2015.0,0,0,0
7511,2013.0,0,0,0
7513,2015.0,0,0,0
7515,2004.0,0,0,2
7516,2014.0,0,0,0
7518,2016.0,0,1,0
7519,2011.0,0,0,2
7520,2008.0,0,0,0
7523,2011.0,0,0,0
7524,2013.0,0,1,2
7525,2008.0,0,0,0
7526,2011.0,0,2,2
7530,2011.0,0,0,2
7531,2014.0,0,0,0
7532,2015.0,0,0,0
7533,2012.0,0,0,0
7537,2012.0,0,0,0
7538,2015.0,0,0,2
7539,2014.0,0,0,0
7541,2014.0,0,0,0
7542,2011.0,0,0,0
7543,2004.0,0,2,2
7544,2016.0,0,2,2
7597,2003.0,0,2,0
7607,2010.0,0,0,2
7608,2014.0,0,1,2
7609,2006.0,0,2,2
7610,2009.0,0,1,2
7611,2014.0,0,1,2
7612,2008.0,0,1,2
7613,2015.0,0,1,2
7614,2003.0,0,0,2
7615,2014.0,0,1,2
7721,2010.0,0,0,0
7722,2006.0,0,0,0
7732,2011.0,0,0,0
7764,2016.0,1,0,2
7806,2013.0,0,1,0
7810,2008.0,0,1,2
7812,2001.0,0,2,1
7823,2008.0,0,0,2
7824,2007.0,0,1,0
7825,2015.0,0,1,0
7826,2011.0,0,0,0
7827,2010.0,0,1,2
7830,2014.0,0,1,0
7831,2013.0,0,1,0
7832,2003.0,0,0,2
7837,1999.0,0,0,2
7838,2005.0,0,0,2
7845,2011.0,0,0,0
7855,2001.0,0,1,2
7861,2000.0,0,0,1
7863,2009.0,0,1,0
7865,2008.0,0,1,2
7866,2011.0,0,1,2
7867,2012.0,0,1,2
7869,2015.0,0,1,2
7870,2009.0,0,1,2
7876,2009.0,0,1,2
7877,2011.0,0,0,0
7886,2014.0,3,1,3
7887,2002.0,0,2,2
7888,2007.0,0,2,2
7889,2011.0,0,0,2
7891,2008.0,3,1,2
7904,2012.0,0,0,2
7906,2015.0,0,1,2
7931,2002.0,0,1,0
7934,2010.0,0,2,0
7942,2004.0,0,2,2
7943,2008.0,0,0,0
7955,2014.0,0,0,0
7956,2010.0,0,0,0
7961,2011.0,0,0,0
7967,2004.0,0,1,0
7968,2010.0,0,0,0
7980,2010.0,0,0,0
7986,2012.0,0,0,0
8010,2012.0,3,1,2
8016,2014.0,0,1,0
8019,2008.0,0,1,2
8041,2006.0,0,2,2
8042,2005.0,0,0,2
8043,2010.0,0,0,2
8044,2007.0,0,1,2
8049,2012.0,0,0,0
8051,2008.0,0,0,0
8056,2012.0,0,1,0
8059,2013.0,0,0,0
8062,2012.0,0,0,0
8063,2012.0,0,2,0
8064,2007.0,0,0,2
8065,2004.0,0,0,0
8087,1985.0,0,0,2
8091,2006.0,0,0,0
8115,2005.0,0,1,0
8117,2013.0,0,1,0
8119,2004.0,0,0,1
8124,2007.0,0,1,2
8135,2013.0,0,1,0
8136,2013.0,0,1,0
8137,2012.0,0,1,3
8140,2006.0,0,1,3
8141,2008.0,0,1,3
8157,2004.0,0,1,2
8169,1978.0,0,2,0
8172,2011.0,0,1,0
8196,2002.0,0,2,2
8201,2010.0,0,2,3
8212,2010.0,0,0,0
8213,2009.0,0,1,0
8215,2012.0,0,1,3
8216,2010.0,0,1,3
8234,2011.0,0,1,0
8238,2007.0,0,0,0
8239,2011.0,0,0,0
8247,2012.0,0,1,0
8255,2008.0,0,1,0
8258,2009.0,0,1,0
8262,2002.0,0,1,0
8264,2013.0,0,1,0
8265,2000.0,0,1,1
8266,2013.0,0,0,0
8272,2012.0,0,1,0
8273,2010.0,0,1,0
8277,2010.0,0,0,0
8283,2006.0,0,0,0
8303,2013.0,0,0,3
8305,2013.0,0,0,3
8306,2004.0,0,0,2
8314,2006.0,0,0,2
8347,2011.0,0,2,0
8348,2014.0,0,2,0
8350,2011.0,0,2,0
8352,2011.0,0,2,0
8353,2006.0,0,2,0
8354,2009.0,0,2,0
8356,2014.0,0,2,0
8357,2008.0,0,2,0
8358,2011.0,0,1,0
8361,2011.0,0,1,0
8362,1993.0,0,2,1
8381,2004.0,0,2,2
8444,2006.0,0,0,0
8446,2005.0,0,1,2
8447,2003.0,0,1,0
8453,2013.0,0,0,0
8505,1993.0,0,1,1
8522,2011.0,0,0,0
8541,2016.0,0,1,0
8546,1972.0,0,2,3
8547,2009.0,0,1,2
8561,2010.0,0,1,2
8564,2005.0,0,1,2
8566,2013.0,0,2,0
8572,2003.0,0,1,0
8583,2007.0,0,1,2
8584,2010.0,0,1,2
8587,2018.0,0,2,0
8591,2008.0,0,0,0
8592,2018.0,0,2,0
8603,2011.0,0,0,2
8605,2013.0,0,1,2
8616,2006.0,0,2,0
8619,2007.0,0,1,2
8620,2010.0,0,1,0
8628,2018.0,0,2,0
8632,2011.0,0,1,0
8634,2007.0,0,0,2
8635,2008.0,0,1,2
8636,2008.0,0,0,0
8637,2006.0,0,1,2
8643,2009.0,0,1,2
8644,2016.0,0,0,2
8665,2011.0,0,1,0
8671,2001.0,0,0,2
8731,2018.0,0,2,0
8732,2016.0,0,1,0
8736,1987.0,0,2,0
8737,2019.0,0,2,0
8738,2018.0,0,2,0
8739,2018.0,0,2,0
8771,2007.0,0,2,0
8772,1978.0,0,1,2
8775,2004.0,0,2,0
8785,2009.0,0,1,2
8819,2015.0,0,0,0
8820,2012.0,0,0,3
8821,2015.0,0,0,3
8822,2011.0,0,2,3
8824,2011.0,0,1,3
8825,2004.0,0,0,0
8826,2011.0,0,0,0
8827,2008.0,0,0,3
8828,2012.0,0,2,3
8835,2015.0,0,1,0
8836,2016.0,0,2,0
8848,2016.0,0,2,0
8877,2009.0,0,1,2
8878,2005.0,0,2,2
8880,2010.0,0,0,0
8887,2003.0,0,1,0
8926,2014.0,0,0,0
8928,2008.0,0,0,0
8933,2005.0,0,0,2
8955,2016.0,0,1,0
8958,2018.0,0,2,0
8964,2017.0,0,1,0
8965,2018.0,0,1,0
8966,2018.0,0,2,0
8967,2006.0,4,2,2
8997,2010.0,0,0,3
9000,2009.0,0,1,0
9004,2012.0,0,0,0
9035,2009.0,0,2,3
9070,2004.0,0,0,0
9072,2007.0,0,0,1
9082,2018.0,1,1,3
9083,2013.0,0,0,0
9091,2007.0,0,0,0
9101,1999.0,0,0,0
9107,1973.0,0,2,0
9110,2006.0,0,0,0
9113,2004.0,0,1,2
9114,2003.0,0,2,1
9115,2001.0,0,1,0
9116,2008.0,0,0,0
9126,2015.0,0,0,2
9139,2011.0,0,0,0
9145,2017.0,0,2,3
9157,2016.0,0,0,0
9159,2012.0,0,1,0
9160,2019.0,0,0,0
9163,2004.0,0,2,0
9165,2011.0,0,1,2
9166,2014.0,0,1,3
9173,1984.0,0,2,0
9191,2001.0,0,2,2
9196,2008.0,0,1,0
9211,2004.0,0,2,0
9233,2014.0,0,2,0
9236,2010.0,0,2,0
9239,2012.0,0,1,0
9240,2010.0,0,1,3
9241,2005.0,0,0,0
9242,2014.0,0,2,0
9244,2014.0,0,1,0
9245,2008.0,0,1,0
9252,2011.0,0,0,3
9255,2016.0,0,2,0
9309,1974.0,0,2,2
9314,2014.0,0,1,0
9316,2016.0,0,1,2
9317,2015.0,0,1,2
9318,2014.0,0,1,2
9319,2015.0,0,1,2
9322,2016.0,0,1,2
9323,2013.0,0,2,2
9324,2017.0,0,1,2
9326,2017.0,0,0,2
9327,2013.0,0,1,2
9328,2014.0,0,2,2
9332,2015.0,0,1,2
9334,2006.0,0,1,2
9359,2018.0,0,0,0
9360,2010.0,0,1,1
9361,2012.0,0,0,0
9367,2007.0,0,0,2
9378,2009.0,0,2,0
9380,2009.0,0,1,2
9383,2012.0,0,0,0
9385,2011.0,0,0,0
9386,2010.0,0,1,0
9388,2007.0,0,1,2
9422,2013.0,0,1,2
9423,2015.0,0,1,0
9425,2005.0,0,2,2
9429,2011.0,0,1,0
9430,2012.0,0,0,0
9436,2016.0,0,2,0
9469,2010.0,0,1,0
9481,2018.0,0,0,0
9487,2014.0,0,1,0
9500,2014.0,3,1,3
9511,2007.0,0,0,2
9535,2013.0,0,1,2
9550,1990.0,0,0,2
9619,2006.0,0,1,0
9633,1997.0,0,2,1
9644,2008.0,0,1,0
9655,2014.0,0,0,0
9661,2015.0,1,2,3
9666,2016.0,0,1,0
9669,2010.0,0,0,2
9673,2016.0,0,1,2
9678,2013.0,0,0,0
9690,2003.0,0,2,0
9740,2008.0,0,1,0
9744,2005.0,0,1,0
9808,2010.0,0,1,2
9838,2007.0,0,0,0
9851,1998.0,0,0,0
9879,2011.0,0,2,2
9880,2013.0,0,1,2
9887,2011.0,0,1,2
9889,2006.0,0,2,2
9892,2002.0,0,0,2
9924,2016.0,1,1,2
9954,2012.0,1,2,2
9960,2012.0,1,0,3
10139,2001.0,0,2,0
10176,2002.0,0,2,5
10272,1929.0,0,2,0
10403,2017.0,1,1,3
10432,1917.0,0,2,2
10450,2018.0,0,2,0
10452,2018.0,0,2,3
10453,2018.0,0,2,0
10457,2018.0,0,1,3
10459,2019.0,0,2,3
10460,2016.0,0,1,0
10462,2019.0,0,2,3
10463,2019.0,0,2,0
10464,2019.0,0,2,0
10465,2017.0,0,2,0
10466,2018.0,1,0,0
10479,2013.0,0,2,3
10480,2012.0,3,1,0
10482,2018.0,0,1,0
10498,2019.0,0,2,0
10503,2002.0,0,1,2
10505,2009.0,0,1,2
10506,2007.0,0,2,3
10507,2010.0,0,1,3
10508,2016.0,0,0,3
10510,2010.0,0,0,3
10511,2011.0,0,1,0
10514,2010.0,0,1,3
10515,2014.0,0,1,3
10573,2010.0,0,0,0
10582,2007.0,0,1,0
10610,2007.0,0,1,0
10613,2006.0,0,0,0
10644,2003.0,0,1,2
10651,2011.0,0,1,2
10653,2006.0,0,0,0
10664,2011.0,0,0,0
10673,2016.0,0,0,0
10676,2010.0,0,1,0
10695,2016.0,0,0,3
10740,2010.0,0,1,2
10783,1990.0,0,2,1
10798,2008.0,0,1,2
10799,2011.0,0,0,2
10800,2013.0,0,1,0
10803,2006.0,0,1,2
10804,2011.0,0,0,0
10805,2001.0,0,2,0
10809,2008.0,0,1,2
10813,2007.0,0,0,2
10814,2007.0,0,1,2
10820,2008.0,0,0,0
10821,2014.0,0,0,2
10825,2009.0,0,1,2
10826,2015.0,0,1,0
10832,1997.0,0,2,0
10836,2013.0,0,1,2
10837,2007.0,0,0,2
10838,2016.0,0,0,2
10843,2003.0,0,0,0
10870,2006.0,0,2,2
10874,2010.0,0,1,2
10877,2009.0,0,1,0
10977,2005.0,0,1,0
10998,2008.0,0,0,0
10999,2012.0,0,0,0
11004,2006.0,0,1,2
11006,2013.0,0,1,2
11015,2013.0,0,1,2
11016,2008.0,0,1,2
11020,2003.0,0,2,2
11023,2003.0,0,0,0
11033,2005.0,1,0,2
11034,2004.0,0,1,2
11057,2013.0,0,1,0
11058,2008.0,0,0,0
11075,2009.0,0,1,2
11077,2010.0,0,1,2
11108,2019.0,0,2,0
11123,2011.0,0,2,0
11167,2013.0,0,1,0
11169,2008.0,0,1,2
11174,2002.0,0,1,2
11178,2018.0,0,2,0
11182,2005.0,0,0,0
11184,2003.0,0,2,2
